"","Datasets","volume","center_x","center_y","MERFISH_cell_type_annotation","Region","Excitatory_vs_Inhibitory","Segment","Gender","Mouse_ID","AP_position","Section_ID"
"2795584800455100125","20240610",3331.68969726562,6456.79037890857,7257.59733247168,"DH_ex_Maf/Cpne4",1,"excitatory",10,"female","F4",2,"0610_F4_L"
"2707604000140100290","20240415",3303.50048828125,5825.49414447158,10163.921214972,"astrocyte_1",NA,NA,NA,"male","M3",4,"0415_M3_T"
"2796212801010100021","20240613",2566.71435546875,7723.53180589527,8595.0464307779,"oligodendrocyte_1",NA,NA,NA,"female","F3",1,"0613_F3_C"
"2656144900475100049","20240328",3515.96630859375,7832.62499194626,5043.45673631749,"oligodendrocyte_2",NA,NA,NA,"male","M2",4,"0328_M2_T"
"2656144900086100214","20240328",4021.69750976562,8084.7350752747,1011.12539092236,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M1",1,"0328_M1_C"
"2656143800055100188","20240328",3381.82495117188,2430.38042206556,3131.15749352804,"gamma_motoneuron",NA,NA,22,"male","M3",1,"0328_M3_C"
"2707604800141100047","20240415",1509.49072265625,4377.10129125474,4632.6498403172,"MV_in_Chrna2",4,"inhibitory",19,"male","M1",2,"0415_M1_L"
"2787445900094100050","20240503",2288.39184570312,5727.28043501603,605.743746439548,"DH_ex_Grpr",1,"excitatory",2,"female","F5",1,"0503_F5_C"
"2787445900232100046","20240503",3546.8447265625,2890.1709947912,1628.59066890902,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F5",2,"0503_F5_L"
"2787445900087100097","20240503",1642.69909667969,3766.27615879389,639.108466396079,"endothelial",NA,NA,NA,"female","F5",4,"0503_F5_T"
"2787889600280100304","20240503",2986.58422851562,10233.1348649177,7955.92170103858,"MV_ex_Syt2",4,"excitatory",14,"male","M4",1,"0503_M4_C"
"2707604800081100138","20240415",4254.12646484375,5191.93310862384,3935.08510776609,"astrocyte_1",NA,NA,NA,"male","M1",2,"0415_M1_L"
"2796212800790100256","20240613",1009.00494384766,8932.31681968644,6858.96581291419,"M_ex_Vsx2/Shox2",3,"excitatory",20,"female","F4",1,"0613_F4_C"
"2787445900597100166","20240503",4303.49755859375,1576.29079918982,4650.45896031531,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F4",3,"0503_F4_S"
"2707604800056100070","20240415",2767.68432617188,4160.46292845404,3585.39886985719,"astrocyte_1",NA,NA,NA,"male","M1",3,"0415_M1_S"
"2787445900352100142","20240503",833.843444824219,5437.09232972784,2657.36568186732,"DH_ex_Prkcg/Nts",1,"excitatory",8,"female","F4",4,"0503_F4_T"
"2726544200049100135","20240422",3498.5791015625,6421.95770321069,1271.13115648314,"oligodendrocyte_1",NA,NA,NA,"male","M1",1,"0422_M1_C"
"2796212800978100024","20240613",2152.13232421875,7860.68413264491,8312.6162581376,"astrocyte_1",NA,NA,NA,"female","F3",1,"0613_F3_C"
"2796212800337100156","20240613",3696.470703125,7530.7918960005,2873.82831643545,"beta_motoneuron",NA,NA,22,"female","F5",2,"0613_F5_L"
"2787445900654100050","20240503",3499.02319335938,7104.2296878373,4738.96154295278,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F3",1,"0503_F3_C"
"2787445900328100066","20240503",2235.2080078125,8974.94464755,2215.75193812029,"oligodendrocyte_2",NA,NA,NA,"female","F4",1,"0503_F4_C"
"2795584800125100047","20240610",995.066040039062,4778.01008769451,4625.69092844581,"DM_ex_Zfhx3",2,"excitatory",11,"female","F3",4,"0610_F3_T"
"2787445900265100028","20240503",1974.98388671875,1786.04901569401,1863.44812049365,"DH_ex_Reln",1,"excitatory",6,"female","F5",2,"0503_F5_L"
"2656144900167100168","20240328",3793.62817382812,8920.70214750984,1832.03524075105,"MV_in_Gabra1",4,"inhibitory",16,"male","M1",1,"0328_M1_C"
"2795103300163100183","20240610",3646.634765625,6659.72659543174,1232.7800327955,"MV_ex_Shox2",4,"excitatory",18,"male","M4",2,"0610_M4_L"
"2787445900285100127","20240503",2348.9560546875,7321.26579005225,1946.49696620618,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F4",1,"0503_F4_C"
"2707604000138100161","20240415",2294.49951171875,5489.84667769687,10037.0328191618,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M3",4,"0415_M3_T"
"2795103300147100116","20240610",4209.55712890625,2220.27783884855,1142.29654501949,"MV_ex_Shox2",4,"excitatory",18,"male","M4",1,"0610_M4_C"
"2795103300153100274","20240610",2105.87866210938,4040.22743559885,1288.48480323196,"DH_ex_Nmu/Tac2",1,"excitatory",8,"male","M4",4,"0610_M4_T"
"2707604800099100069","20240415",1051.31396484375,4334.16307715292,4263.67360383691,"endothelial",NA,NA,NA,"male","M1",2,"0415_M1_L"
"2795103300191100127","20240610",1208.97509765625,4838.46487572181,1375.04322281579,"DH_ex_Sox5",1,"excitatory",5,"male","M4",4,"0610_M4_T"
"2656144900582100186","20240328",1403.38671875,8670.11668102478,6283.26993930419,"DH_in_Npy2r",1,"inhibitory",9,"male","M2",2,"0328_M2_L"
"2795584800453100080","20240610",1182.83923339844,6143.89476230217,7361.74884924342,"DH_ex_Grp",1,"excitatory",6,"female","F4",2,"0610_F4_L"
"2946331700000004620","20240415",3093.43334960938,8350.53806051001,1126.15648199181,"endothelial",NA,NA,NA,"female","F2",1,"0415_F2_C"
"2656144900085100196","20240328",1665.64868164062,7826.08979899324,931.568825930968,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M1",1,"0328_M1_C"
"2787445900752100090","20240503",1389.63720703125,3502.68732648116,5627.10486057949,"oligodendrocyte_1",NA,NA,NA,"female","F3",2,"0503_F3_L"
"2787445900199100016","20240503",2042.23583984375,3959.41029150272,1300.71545570504,"astrocyte_1",NA,NA,NA,"female","F5",4,"0503_F5_T"
"2795103300366100035","20240610",1445.30505371094,4820.45494161802,2702.74220247162,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M5",4,"0610_M5_T"
"2796212800561100162","20240613",1288.6904296875,7600.38096079044,4820.75682559714,"MV_in_Sema5b",4,"inhibitory",15,"female","F4",4,"0613_F4_T"
"2707604000110100036","20240415",1043.04711914062,5944.31240413547,9362.80074969483,"DH_ex_Prkcg/Nts",1,"excitatory",8,"male","M3",4,"0415_M3_T"
"2946331700000004636","20240415",1755.67224121094,8306.95331871932,1164.3817415419,"MV_ex_Syt2",4,"excitatory",14,"female","F2",1,"0415_F2_C"
"2787445900297100022","20240503",2474.68920898438,424.708855775199,2164.90838882909,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F5",3,"0503_F5_S"
"2795584800696100028","20240610",2407.63647460938,3412.19385427315,9099.05648676857,"MV_in_Sema5b",4,"inhibitory",15,"female","F5",1,"0610_F5_C"
"2656144900186100063","20240328",3413.74047851562,6951.76987427695,1986.06757366535,"gamma_motoneuron",NA,NA,22,"male","M2",1,"0328_M2_C"
"2787445900764100034","20240503",2295.9287109375,6845.11491259758,5573.09524893771,"meninges_2",NA,NA,NA,"female","F3",4,"0503_F3_T"
"2795103300332100123","20240610",3483.70629882812,4932.72133498557,2567.80291771633,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M5",4,"0610_M5_T"
"2656144300164100132","20240328",2238.955078125,8799.36406938163,12303.2197720152,"astrocyte_1",NA,NA,NA,"female","F2",2,"0328_F2_L"
"2656144300082100094","20240328",1934.03088378906,11472.5725202038,11146.4269880907,"meninges_1",NA,NA,NA,"female","F2",1,"0328_F2_C"
"2796212801012100179","20240613",3145.4794921875,8182.35568160377,8740.88072048809,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F3",1,"0613_F3_C"
"2787889600277100011","20240503",2231.01831054688,9477.2071607064,7718.40396429168,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M4",1,"0503_M4_C"
"2795584800381100173","20240610",1394.97497558594,6027.5483636217,6727.16191456854,"MV_in_Gm26673",4,"inhibitory",19,"female","F4",2,"0610_F4_L"
"2795903600437100233","20240613",4082.20703125,6101.1866175597,8523.02338352008,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M5",1,"0613_M5_C"
"2795584800413100225","20240610",2355.41650390625,4786.7871422077,7083.37056362686,"M_in_Tfap2b",3,"inhibitory",12,"female","F4",4,"0610_F4_T"
"2946331700000003000","20240415",1650.04736328125,8458.55264156373,1020.91408243275,"MV_in_Gabra1",4,"inhibitory",16,"female","F2",1,"0415_F2_C"
"2795903600114100055","20240613",2748.73657226562,2841.30956684657,4917.12373754726,"oligodendrocyte_1",NA,NA,NA,"male","M5",2,"0613_M5_L"
"2656143800055100071","20240328",2775.27734375,2495.34987017413,2954.09277320333,"oligodendrocyte_2",NA,NA,NA,"male","M3",1,"0328_M3_C"
"2707604800384100256","20240415",1049.169921875,1939.77652649011,8193.37296113709,"DH_in_Cdh3",1,"inhibitory",10,"male","M1",1,"0415_M1_C"
"2787445900662100044","20240503",2838.44873046875,9406.41776102129,4728.70240869127,"oligodendrocyte_2",NA,NA,NA,"female","F3",1,"0503_F3_C"
"2945606900000028825","20240328",3024.5458984375,5292.78261562943,9964.08829719354,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F1",3,"0328_F1_S"
"2656144900085100215","20240328",2651.46997070312,7939.33662085529,952.541457519692,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M1",1,"0328_M1_C"
"2796212800600100243","20240613",3227.11303710938,9371.34353590757,5203.31281954993,"oligodendrocyte_1",NA,NA,NA,"female","F5",1,"0613_F5_C"
"2787445900657100164","20240503",3299.248046875,8003.24545995228,4864.44654661918,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F3",1,"0503_F3_C"
"2707604800059100109","20240415",586.908569335938,4833.71723693097,3654.97785933083,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M1",2,"0415_M1_L"
"2707604700367100107","20240415",4218.7529296875,3882.36083727702,9455.79437446719,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M2",1,"0415_M2_C"
"2795584800204100110","20240610",2109.21826171875,6929.37646883447,5232.96527149196,"MV_in_Esrrb",4,"inhibitory",14,"female","F3",2,"0610_F3_L"
"2946331700000010667","20240415",1984.98303222656,9926.64416686544,2016.31428248849,"MV_ex_Syt2",4,"excitatory",14,"female","F2",4,"0415_F2_T"
"2656144900273100100","20240328",2203.01513671875,9440.44394224748,2857.44886007812,"Schwann_cell",NA,NA,NA,"male","M1",4,"0328_M1_T"
"2795903600186100093","20240613",2032.265625,1262.58588187012,5855.81279931491,"astrocyte_2",NA,NA,NA,"male","M4",3,"0613_M4_S"
"2656144900479100111","20240328",3554.93896484375,9042.66473924527,5133.93715964828,"alpha_motoneuron",NA,NA,22,"male","M2",2,"0328_M2_L"
"2787445900098100147","20240503",2188.73876953125,6919.15606216318,619.690659477754,"DM_ex_Zfhx3",2,"excitatory",11,"female","F5",1,"0503_F5_C"
"2707604700387100208","20240415",3023.33227539062,2647.75826323073,9897.78017875168,"oligodendrocyte_2",NA,NA,NA,"male","M2",1,"0415_M2_C"
"2707604800404100075","20240415",1073.72290039062,1420.0533461709,8324.75548461732,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M1",1,"0415_M1_C"
"2796212800585100243","20240613",4195.0947265625,5283.76990831643,5164.89296786976,"oligodendrocyte_1",NA,NA,NA,"female","F3",2,"0613_F3_L"
"2656143800392100044","20240328",1183.0771484375,5761.61345853267,6590.9246225539,"MV_in_Chrna2",4,"inhibitory",19,"male","M3",2,"0328_M3_L"
"2795584800419100041","20240610",3233.9951171875,6532.6081381822,6866.94658120196,"oligodendrocyte_1",NA,NA,NA,"female","F4",2,"0610_F4_L"
"2795903600427100241","20240613",3355.3857421875,3310.53117349157,8510.66658528445,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M4",4,"0613_M4_T"
"2796212800944100061","20240613",2672.92944335938,7225.34803237393,8060.22674928265,"MV_in_Gm26673",4,"inhibitory",19,"female","F3",1,"0613_F3_C"
"2787889600483100128","20240503",4341.64453125,6576.32673563377,9552.34164359888,"oligodendrocyte_2",NA,NA,NA,"male","M4",2,"0503_M4_L"
"2795103300148100078","20240610",3712.14916992188,2556.86627395658,1067.23521546571,"alpha_motoneuron",NA,NA,22,"male","M4",1,"0610_M4_C"
"2656144900421100171","20240328",1149.01806640625,7263.44407460911,4540.24230971377,"oligodendrocyte_precursor_cell",NA,NA,NA,"male","M2",4,"0328_M2_T"
"2787445900225100147","20240503",728.200988769531,805.283027671598,1723.67838092489,"astrocyte_1",NA,NA,NA,"female","F5",3,"0503_F5_S"
"2726544600054100260","20240422",3541.37451171875,508.069434470191,7207.03279542876,"DH_ex_Grp",1,"excitatory",6,"female","F1",1,"0422_F1_C"
"2796212800297100083","20240613",2183.09497070312,5157.85198983643,2472.81621299207,"DH_ex_Maf/Cck",1,"excitatory",10,"female","F4",3,"0613_F4_S"
"2787889600444100097","20240503",3843.23999023438,5825.94221836631,9184.55648533396,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M4",2,"0503_M4_L"
"2796212800888100146","20240613",3809.41845703125,9490.68517002277,7573.84659117414,"MV_ex_Syt2",4,"excitatory",14,"female","F4",1,"0613_F4_C"
"2726562700099100197","20240422",3675.95458984375,12868.3523275215,9120.03801890835,"MV_in_Esrrb",4,"inhibitory",14,"female","F2",1,"0422_F2_C"
"2707604000153100049","20240415",1612.11413574219,5407.60255330692,10209.5404516124,"MV_ex_Shox2",4,"excitatory",18,"male","M3",4,"0415_M3_T"
"2945606900000017008","20240328",1780.25256347656,3291.04203400679,7236.34521074005,"DM_ex_Zfhx3",2,"excitatory",11,"female","F1",4,"0328_F1_T"
"2787445900790100022","20240503",2674.50708007812,3722.7446179376,5814.5948586532,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F3",2,"0503_F3_L"
"2796212800142100232","20240613",2689.52514648438,6641.0663096495,1205.61987339496,"DH_in_Npy2r",1,"inhibitory",9,"female","F5",3,"0613_F5_S"
"2656144900536100146","20240328",1768.55822753906,10486.1157849939,5758.64425375048,"MV_ex_Shox2",4,"excitatory",18,"male","M1",2,"0328_M1_L"
"2946331700000014384","20240415",5556.142578125,10839.4210317387,2675.9595408531,"oligodendrocyte_2",NA,NA,NA,"female","F2",2,"0415_F2_L"
"2707737900059100120","20240415",1737.80334472656,10395.8628265164,9115.34737400198,"oligodendrocyte_1",NA,NA,NA,"female","F1",2,"0415_F1_L"
"2787445900396100248","20240503",3310.59130859375,7407.63615029398,2969.73777370324,"oligodendrocyte_precursor_cell",NA,NA,NA,"female","F4",1,"0503_F4_C"
"2707604800164100068","20240415",1683.41064453125,4838.51038375695,4934.68445929792,"DH_ex_Reln/Nmur2",1,"excitatory",3,"male","M1",2,"0415_M1_L"
"2795584800750100007","20240610",3148.89453125,8508.38880661083,9132.51301780669,"astrocyte_2",NA,NA,NA,"female","F5",3,"0610_F5_S"
"2787889600353100068","20240503",3994.88012695312,10453.458151385,8367.66767483696,"astrocyte_1",NA,NA,NA,"male","M4",1,"0503_M4_C"
"2796212800880100058","20240613",3547.36840820312,7162.62415875494,7528.57996644196,"astrocyte_1",NA,NA,NA,"female","F3",1,"0613_F3_C"
"2795584800679100065","20240610",1980.93041992188,8692.75187533838,9074.51233112082,"oligodendrocyte_2",NA,NA,NA,"female","F5",3,"0610_F5_S"
"2795584800139100108","20240610",3900.8525390625,8774.02322129864,4733.77617280345,"MV_in_Gabra1",4,"inhibitory",16,"female","F3",3,"0610_F3_S"
"2656144900588100086","20240328",2705.36547851562,10279.4330073024,6159.73227268198,"DM_ex_Zfhx3",2,"excitatory",11,"male","M1",2,"0328_M1_L"
"2787889600093100285","20240503",1486.52551269531,8114.25985560729,6536.14417268141,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M5",1,"0503_M5_C"
"2796212800980100286","20240613",1998.94494628906,8183.06372919492,8535.9786615198,"DM_ex_Zfhx3",2,"excitatory",11,"female","F3",1,"0613_F3_C"
"2795103300132100082","20240610",2809.9150390625,7891.15464483225,787.166400980088,"DH_in_Npy2r",1,"inhibitory",9,"male","M4",3,"0610_M4_S"
"2707604800162100105","20240415",3515.09814453125,4308.99704825867,5056.14012773056,"oligodendrocyte_2",NA,NA,NA,"male","M1",2,"0415_M1_L"
"2787445900156100017","20240503",2021.93701171875,2426.36887815196,1281.0589012976,"DM_ex_Zfhx3",2,"excitatory",11,"female","F5",2,"0503_F5_L"
"2796212800212100008","20240613",1604.87939453125,8338.30528982356,1565.15921599744,"astrocyte_2",NA,NA,NA,"female","F5",4,"0613_F5_T"
"2787889600058100092","20240503",3306.36499023438,8593.85087014735,6120.50149195452,"endothelial",NA,NA,NA,"male","M5",1,"0503_M5_C"
"2945606900000016928","20240328",1569.21887207031,3025.87736020051,7360.41435676851,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F1",4,"0328_F1_T"
"2787445900097100233","20240503",3574.626953125,6469.27564589249,698.85865025589,"DH_in_Cdh3",1,"inhibitory",10,"female","F5",1,"0503_F5_C"
"2787445900287100091","20240503",5524.5830078125,7887.16997153603,1999.72895697755,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F4",1,"0503_F4_C"
"2796212800855100114","20240613",2472.5498046875,9116.76162247919,7247.25934370933,"endothelial",NA,NA,NA,"female","F4",1,"0613_F4_C"
"2656144900377100139","20240328",1101.42797851562,9578.21037744562,3957.06993611452,"MV_in_Gabra1",4,"inhibitory",16,"male","M1",4,"0328_M1_T"
"2795903600489200147","20240613",1248.06665039062,5978.78469335299,9009.75043475034,"oligodendrocyte_1",NA,NA,NA,"male","M5",1,"0613_M5_C"
"2795903600428100059","20240613",3521.99487304688,3398.09264793622,8317.87755023058,"DH_ex_Prkcg/Cck",1,"excitatory",8,"male","M4",4,"0613_M4_T"
"2787445900581100044","20240503",1121.73156738281,7303.69837355171,4121.34740322205,"endothelial",NA,NA,NA,"female","F3",1,"0503_F3_C"
"2707604000155100192","20240415",5039.68310546875,5816.46001189094,10435.9409934092,"astrocyte_1",NA,NA,NA,"male","M3",4,"0415_M3_T"
"2656144900589100058","20240328",5245.49072265625,10735.1827365897,6108.53895116615,"astrocyte_1",NA,NA,NA,"male","M1",2,"0328_M1_L"
"2945606900000008179","20240328",2637.4619140625,1206.64464320523,6198.80709915014,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F1",1,"0328_F1_C"
"2656144900609100037","20240328",2660.421875,9145.65722706667,6390.32731887038,"oligodendrocyte_2",NA,NA,NA,"male","M2",2,"0328_M2_L"
"2795103300347100043","20240610",2147.81079101562,9322.49641002249,2456.65202603815,"oligodendrocyte_2",NA,NA,NA,"male","M5",3,"0610_M5_S"
"2787889600545100042","20240503",3734.49365234375,3722.59058510553,10040.9419828393,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M4",3,"0503_M4_S"
"2787445900804100154","20240503",2113.9912109375,7794.89700861031,5973.03148629168,"DH_in_Cdh3",1,"inhibitory",10,"male","M5",1,"0503_M5_C"
"2796212800913100116","20240613",2439.84838867188,7587.99756988697,7857.56763117947,"MV_in_Gabra1",4,"inhibitory",16,"female","F3",1,"0613_F3_C"
"2796212800880100075","20240613",1757.94226074219,7279.21014819108,7553.6999630371,"oligodendrocyte_progenitor_1",NA,NA,NA,"female","F3",1,"0613_F3_C"
"2787445900224100054","20240503",1343.72924804688,659.743170276488,1623.05404697522,"oligodendrocyte_2",NA,NA,NA,"female","F5",3,"0503_F5_S"
"2796212800855100162","20240613",928.542236328125,9163.40186549351,7302.47897931817,"MV_in_Gabra1",4,"inhibitory",16,"female","F4",1,"0613_F4_C"
"2795903600515100071","20240613",3086.8955078125,6108.45071683489,9146.53271272454,"endothelial",NA,NA,NA,"male","M5",1,"0613_M5_C"
"2796212800419100109","20240613",2387.29077148438,3588.83075389545,3615.61936590832,"MV_ex_Shox2",4,"excitatory",18,"female","F3",3,"0613_F3_S"
"2726544600002100163","20240422",3036.72216796875,484.708692793985,6647.82931378484,"oligodendrocyte_precursor_cell",NA,NA,NA,"female","F1",1,"0422_F1_C"
"2796212800889100012","20240613",3471.82763671875,9751.04521957412,7470.56214446714,"DH_in_Pdyn",1,"inhibitory",2,"female","F4",1,"0613_F4_C"
"2796212800792200131","20240613",1116.06213378906,9463.12872323208,6762.76372647454,"DH_ex_Tac2",1,"excitatory",8,"female","F4",1,"0613_F4_C"
"2795584800239100131","20240610",3913.02465820312,6706.87326765119,5680.23492726727,"oligodendrocyte_2",NA,NA,NA,"female","F3",2,"0610_F3_L"
"2787445900265100225","20240503",1345.20971679688,1642.50881427806,2039.23538359738,"oligodendrocyte_2",NA,NA,NA,"female","F5",2,"0503_F5_L"
"2787445900659200073","20240503",3927.64013671875,8473.57994006155,4771.93310282349,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F3",1,"0503_F3_C"
"2787889600129100147","20240503",2645.35375976562,8103.72546600504,6730.34557723292,"MV_ex_Syt2",4,"excitatory",14,"male","M5",1,"0503_M5_C"
"2787445900326100198","20240503",3262.43603515625,8362.50805579824,2363.84835884281,"MV_in_Gabra1",4,"inhibitory",16,"female","F4",1,"0503_F4_C"
"2787445900204100036","20240503",3649.29272460938,5442.77757180808,1356.43544662613,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F5",1,"0503_F5_C"
"2656144900378100145","20240328",5876.12255859375,9726.74894108405,4066.19352898846,"astrocyte_1",NA,NA,NA,"male","M1",4,"0328_M1_T"
"2795903600269100134","20240613",1401.72253417969,2646.77785951304,6659.20681228413,"DH_ex_Prkcg/Rxfp1",1,"excitatory",6,"male","M4",2,"0613_M4_L"
"2795584800122100023","20240610",2624.404296875,4023.35646229528,4595.48586514397,"endothelial",NA,NA,NA,"female","F3",4,"0610_F3_T"
"2787445900134100111","20240503",819.375610351562,6426.07445620873,828.436191853107,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F5",1,"0503_F5_C"
"2787445900397100159","20240503",4158.2958984375,7594.25469878619,2884.38989599532,"MV_ex_Syt2",4,"excitatory",14,"female","F4",1,"0503_F4_C"
"2656144900609100056","20240328",3208.16552734375,8923.99654899946,6414.95156241559,"MV_ex_Syt2",4,"excitatory",14,"male","M2",2,"0328_M2_L"
"2795584800450100239","20240610",3535.33520507812,5047.54595150467,7378.00769177292,"DH_ex_Reln",1,"excitatory",6,"female","F4",4,"0610_F4_T"
"2787445900397100042","20240503",699.38916015625,7761.62728968496,2727.95761152331,"MV_in_Esrrb",4,"inhibitory",14,"female","F4",1,"0503_F4_C"
"2787889600095100150","20240503",2940.3291015625,8809.28253570362,6481.01522061144,"oligodendrocyte_1",NA,NA,NA,"male","M5",1,"0503_M5_C"
"2787445900761200150","20240503",1931.74169921875,5981.58372085739,5686.14460150611,"ependymal",NA,NA,NA,"female","F3",4,"0503_F3_T"
"2707604000101100106","20240415",3711.77392578125,7515.58715430545,9112.66221129881,"DH_ex_Reln",1,"excitatory",6,"male","M3",2,"0415_M3_L"
"2707604800037100020","20240415",2539.3701171875,4698.30918026669,3368.11841215473,"oligodendrocyte_1",NA,NA,NA,"male","M1",2,"0415_M1_L"
"2656144900421100259","20240328",1863.67602539062,7446.46369182247,4621.34413515349,"MV_in_Gm26673",4,"inhibitory",19,"male","M2",4,"0328_M2_T"
"2787445900617100165","20240503",3261.29370117188,7138.13424750615,4646.46090646167,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F3",1,"0503_F3_C"
"2796212800364100056","20240613",1445.83935546875,6130.98101094645,2989.64248958079,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F4",2,"0613_F4_L"
"2796212800781100076","20240613",3225.84350585938,6232.14304474834,6846.45428096119,"DH_in_Pdyn/Gal",1,"inhibitory",5,"female","F3",4,"0613_F3_T"
"2796212800921100093","20240613",2256.48583984375,9616.27750355564,7805.86439356048,"oligodendrocyte_1",NA,NA,NA,"female","F4",1,"0613_F4_C"
"2796212800462100027","20240613",5160.708984375,6602.06362503581,3822.78616775433,"oligodendrocyte_1",NA,NA,NA,"female","F4",2,"0613_F4_L"
"2787445900167100081","20240503",4495.080078125,5389.14061013516,1181.32817890131,"oligodendrocyte_2",NA,NA,NA,"female","F5",1,"0503_F5_C"
"2787445900726100247","20240503",2303.22973632812,6668.62733864738,5458.32850931957,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F3",4,"0503_F3_T"
"2787445900289100044","20240503",809.344177246094,8530.39418421406,1880.12468093776,"DH_in_Cdh3",1,"inhibitory",10,"female","F4",1,"0503_F4_C"
"2795903600353100272","20240613",2895.05908203125,4229.48939341243,7605.53185848231,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M5",4,"0613_M5_T"
"2787445900774200005","20240503",1137.38903808594,9669.04663531354,5543.64521453144,"meninges_1",NA,NA,NA,"female","F3",1,"0503_F3_C"
"2707604700201100053","20240415",3211.29321289062,4484.88671532607,7480.91320791934,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M2",4,"0415_M2_T"
"2796212800562100175","20240613",3444.37841796875,7724.97554257512,4845.36329852848,"astrocyte_2",NA,NA,NA,"female","F4",4,"0613_F4_T"
"2787445900824100123","20240503",2447.99389648438,2847.61172700376,6307.508744182,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F3",3,"0503_F3_S"
"2656144900480100148","20240328",1774.13171386719,9177.43642249062,5209.51317229602,"oligodendrocyte_1",NA,NA,NA,"male","M2",2,"0328_M2_L"
"2945606900000001645","20240328",2532.81762695312,1017.16584605028,4992.58717036789,"astrocyte_1",NA,NA,NA,"female","F1",1,"0328_F1_C"
"2707604700388100091","20240415",2322.85083007812,2996.32095514119,9735.28941233945,"MV_ex_Syt2",4,"excitatory",14,"male","M2",1,"0415_M2_C"
"2787445900681100123","20240503",2732.25390625,4275.39349710778,5027.13435361216,"DH_ex_Maf/Slc17a8",1,"excitatory",10,"female","F3",2,"0503_F3_L"
"2795103300377100032","20240610",3311.19677734375,7841.59727134829,2724.04476346847,"astrocyte_1",NA,NA,NA,"male","M5",2,"0610_M5_L"
"2796212800714100218","20240613",3176.99584960938,5558.28346774913,6340.39129724278,"astrocyte_1",NA,NA,NA,"female","F3",4,"0613_F3_T"
"2796212800594100237","20240613",5377.52392578125,7651.77500981651,5190.05186301976,"astrocyte_1",NA,NA,NA,"female","F4",4,"0613_F4_T"
"2787445900427100114","20240503",4454.71435546875,5692.02737755061,3227.5391489685,"oligodendrocyte_2",NA,NA,NA,"female","F4",4,"0503_F4_T"
"2946331700000018728","20240415",1997.00122070312,11033.7600168423,3471.88769494288,"oligodendrocyte_1",NA,NA,NA,"female","F2",2,"0415_F2_L"
"2787445900434100066","20240503",3183.35278320312,7686.87864059047,3094.48382006021,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F4",1,"0503_F4_C"
"2795103300232100235","20240610",2265.04931640625,6463.65698421741,1762.87142474478,"DH_in_Npy",1,"inhibitory",4,"male","M4",2,"0610_M4_L"
"2656144900113100155","20240328",1942.49609375,8522.4853472204,1226.43248362376,"astrocyte_1",NA,NA,NA,"male","M1",1,"0328_M1_C"
"2707604700362100104","20240415",2910.4912109375,2577.92855071376,9493.50900385264,"pericyte",NA,NA,NA,"male","M2",1,"0415_M2_C"
"2707737900007100250","20240415",3047.3759765625,10212.8074223618,8031.05546175502,"DH_in_Kcnip2",1,"inhibitory",9,"female","F1",3,"0415_F1_S"
"2787445900804100164","20240503",2595.1396484375,7689.03623706498,5982.08407580303,"endothelial",NA,NA,NA,"male","M5",1,"0503_M5_C"
"2796212800109100030","20240613",5177.95703125,6216.83975488227,745.786253641592,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F5",3,"0613_F5_S"
